brand,model,year,mileage,fuel_type,transmission,engine,body_type,listed_price,image_url,color,horsepower,top_speed,location
McLaren,Artura,2016,75710,hybrid,automatic,4.0,Coupe,40800000,https://images.unsplash.com/photo-1496996278-003194af8337-0da740d83613?auto=format&fit=crop&w=800&q=80,Red,757,319,Delhi
Mercedes-Benz,C 63 AMG,2017,63748,petrol,automatic,2.5,Sedan,10100000,https://images.unsplash.com/photo-1497083932-0032735d4226-1fdb9750c6be?auto=format&fit=crop&w=800&q=80,Yellow,564,313,Dubai
Audi,e-tron GT,2015,51685,petrol,automatic,4.0,Sedan,6100000,https://images.unsplash.com/photo-1497171586-0033520b0115-320fedc95769?auto=format&fit=crop&w=800&q=80,Green,204,192,Berlin
Mercedes-Benz,G 63 AMG,2015,55817,electric,automatic,4.0,SUV,5400000,https://images.unsplash.com/photo-1497259240-003430b8c004-44444441e814?auto=format&fit=crop&w=800&q=80,White,392,210,Pune
Mercedes-Benz,EQS,2016,71109,petrol,automatic,3.5,Sedan,6200000,https://images.unsplash.com/photo-1497346894-00350f667ef3-56789aba78bf?auto=format&fit=crop&w=800&q=80,Yellow,333,298,Berlin
BMW,X5 M,2021,31525,diesel,manual,2.0,SUV,10500000,https://images.unsplash.com/photo-1497434548-0035ee143de2-68acf133096a?auto=format&fit=crop&w=800&q=80,Black,377,246,Dubai
Audi,e-tron GT,2024,404,petrol,automatic,3.0,Sedan,9800000,https://images.unsplash.com/photo-1497522202-0036ccc1fcd1-7ae147ab9a15?auto=format&fit=crop&w=800&q=80,White,544,266,Pune
Bentley,Continental GT,2016,56560,petrol,automatic,6.5,Coupe,63900000,https://images.unsplash.com/photo-1497609856-0037ab6fbbc0-8d159e242ac0?auto=format&fit=crop&w=800&q=80,Grey,672,315,New York
BMW,M3,2016,36861,electric,automatic,4.0,Sedan,6100000,https://images.unsplash.com/photo-1497697510-00388a1d7aaf-9f49f49cbb6b?auto=format&fit=crop&w=800&q=80,Red,454,303,Dubai
BMW,iX,2020,26012,hybrid,automatic,3.0,SUV,7800000,https://images.unsplash.com/photo-1497785164-003968cb399e-b17e4b154c16?auto=format&fit=crop&w=800&q=80,Blue,556,218,Dubai
McLaren,GT,2015,56824,hybrid,automatic,4.0,Coupe,34500000,https://images.unsplash.com/photo-1497872818-003a4778f88d-c3b2a18ddcc1?auto=format&fit=crop&w=800&q=80,Yellow,657,300,Pune
Bentley,Continental GT,2023,10363,petrol,automatic,4.5,Coupe,107100000,https://images.unsplash.com/photo-1497960472-003b2626b77c-d5e6f8066d6c?auto=format&fit=crop&w=800&q=80,Grey,554,302,Delhi
McLaren,GT,2020,35722,petrol,automatic,4.0,Coupe,59500000,https://images.unsplash.com/photo-1498048126-003c04d4766b-e81b4e7efe17?auto=format&fit=crop&w=800&q=80,Silver,567,335,Dubai
BMW,iX,2016,35419,hybrid,automatic,2.5,SUV,4700000,https://images.unsplash.com/photo-1498135780-003ce382355a-fa4fa4f78ec2?auto=format&fit=crop&w=800&q=80,Red,428,266,Mumbai
Aston Martin,Vantage,2017,76085,petrol,manual,5.0,Coupe,58900000,https://images.unsplash.com/photo-1498223434-003dc22ff449-0c83fb701f6d?auto=format&fit=crop&w=800&q=80,Red,680,330,Berlin
Lamborghini,Aventador,2016,60458,petrol,automatic,6.5,Coupe,55100000,https://images.unsplash.com/photo-1498311088-003ea0ddb338-1eb851e8b018?auto=format&fit=crop&w=800&q=80,Orange,709,340,New York
McLaren,Artura,2018,44070,hybrid,automatic,4.0,Coupe,39200000,https://images.unsplash.com/photo-1498398742-003f7f8b7227-30eca86140c3?auto=format&fit=crop&w=800&q=80,Green,748,349,Pune
McLaren,720S,2018,25257,petrol,automatic,4.0,Coupe,43900000,https://images.unsplash.com/photo-1498486396-00405e393116-4320fed9d16e?auto=format&fit=crop&w=800&q=80,Blue,753,313,Pune
BMW,M5 Competition,2016,75095,diesel,automatic,4.0,Sedan,5100000,https://images.unsplash.com/photo-1498574050-00413ce6f005-555555526219?auto=format&fit=crop&w=800&q=80,White,218,297,London
Audi,A8 L,2017,35060,electric,automatic,3.5,Sedan,5100000,https://images.unsplash.com/photo-1498661704-00421b94aef4-6789abcaf2c4?auto=format&fit=crop&w=800&q=80,Silver,341,297,Dubai
Lamborghini,Huracan,2017,48679,petrol,automatic,6.0,Coupe,52600000,https://images.unsplash.com/photo-1498749358-0042fa426de3-79be0243836f?auto=format&fit=crop&w=800&q=80,Black,755,345,Delhi
Porsche,Macan,2020,39107,petrol,automatic,3.0,SUV,19100000,https://images.unsplash.com/photo-1498837012-0043d8f02cd2-8bf258bc141a?auto=format&fit=crop&w=800&q=80,Green,419,308,Bangalore
BMW,7 Series,2017,80000,hybrid,manual,4.0,Sedan,6200000,https://images.unsplash.com/photo-1498924666-0044b79debc1-9e26af34a4c5?auto=format&fit=crop&w=800&q=80,Grey,586,208,Bangalore
BMW,M5 Competition,2015,55335,petrol,automatic,2.5,Sedan,7000000,https://images.unsplash.com/photo-1499012320-0045964baab0-b05b05ad3570?auto=format&fit=crop&w=800&q=80,Orange,311,251,Bangalore
McLaren,765LT,2024,1880,petrol,automatic,4.0,Coupe,74200000,https://images.unsplash.com/photo-1499099974-004674f9699f-c28f5c25c61b?auto=format&fit=crop&w=800&q=80,Grey,732,329,London
Ferrari,488 GTB,2019,48308,hybrid,automatic,5.0,Coupe,57000000,https://images.unsplash.com/photo-1499187628-004753a7288e-d4c3b29e56c6?auto=format&fit=crop&w=800&q=80,Silver,768,320,Dubai
Porsche,Macan,2023,10494,petrol,automatic,2.5,SUV,23700000,https://images.unsplash.com/photo-1499275282-00483254e77d-e6f80916e771?auto=format&fit=crop&w=800&q=80,Yellow,364,320,Dubai
Lamborghini,Urus Performante,2022,15295,petrol,automatic,5.5,SUV,70200000,https://images.unsplash.com/photo-1499362936-00491102a66c-f92c5f8f781c?auto=format&fit=crop&w=800&q=80,Grey,747,317,Pune
Rolls-Royce,Ghost,2016,76256,petrol,automatic,6.0,Sedan,68500000,https://images.unsplash.com/photo-1499450590-0049efb0655b-0b60b60808c7?auto=format&fit=crop&w=800&q=80,Silver,531,275,Dubai
McLaren,GT,2015,80000,hybrid,automatic,4.0,Coupe,32200000,https://images.unsplash.com/photo-1499538244-004ace5e244a-1d950c809972?auto=format&fit=crop&w=800&q=80,White,687,305,Berlin
Audi,Q8,2019,28535,diesel,automatic,3.0,SUV,6000000,https://images.unsplash.com/photo-1499625898-004bad0be339-2fc962f92a1d?auto=format&fit=crop&w=800&q=80,Blue,453,288,Pune
Mercedes-Benz,AMG GT,2016,80000,petrol,automatic,3.5,Coupe,5600000,https://images.unsplash.com/photo-1499713552-004c8bb9a228-41fdb971bac8?auto=format&fit=crop&w=800&q=80,Red,325,195,New York
Lamborghini,Huracan STO,2024,0,petrol,automatic,4.0,Coupe,64100000,https://images.unsplash.com/photo-1499801206-004d6a676117-54320fea4b73?auto=format&fit=crop&w=800&q=80,Red,691,318,Bangalore
Bentley,Continental GT,2020,38064,hybrid,automatic,5.5,Coupe,90100000,https://images.unsplash.com/photo-1499888860-004e49152006-66666662dc1e?auto=format&fit=crop&w=800&q=80,Silver,505,281,Mumbai
Ferrari,Portofino M,2018,67046,hybrid,automatic,4.0,Convertible,49500000,https://images.unsplash.com/photo-1499976514-004f27c2def5-789abcdb6cc9?auto=format&fit=crop&w=800&q=80,Yellow,717,307,New York
BMW,M8 Gran Coupe,2016,43896,hybrid,automatic,3.5,Coupe,5300000,https://images.unsplash.com/photo-1500064168-005006709de4-8acf1353fd74?auto=format&fit=crop&w=800&q=80,Red,587,192,Dubai
Porsche,Taycan,2015,55159,electric,automatic,3.0,Sedan,13200000,https://images.unsplash.com/photo-1500151822-0050e51e5cd3-9d0369cc8e1f?auto=format&fit=crop&w=800&q=80,Grey,490,276,London
McLaren,765LT,2022,18802,petrol,automatic,4.0,Coupe,52800000,https://images.unsplash.com/photo-1500239476-0051c3cc1bc2-af37c0451eca?auto=format&fit=crop&w=800&q=80,Red,684,345,New York
Rolls-Royce,Ghost,2015,38967,petrol,automatic,6.5,Sedan,81200000,https://images.unsplash.com/photo-1500327130-0052a279dab1-c16c16bdaf75?auto=format&fit=crop&w=800&q=80,Orange,548,241,Mumbai
Porsche,911 Carrera,2016,42331,hybrid,automatic,2.0,Coupe,13500000,https://images.unsplash.com/photo-1500414784-0053812799a0-d3a06d364020?auto=format&fit=crop&w=800&q=80,Silver,514,298,Berlin
Ferrari,Roma,2022,16530,hybrid,automatic,5.0,Coupe,56000000,https://images.unsplash.com/photo-1500502438-00545fd5588f-e5d4c3aed0cb?auto=format&fit=crop&w=800&q=80,Red,766,350,Dubai
Rolls-Royce,Wraith,2023,6158,electric,automatic,6.5,Coupe,94700000,https://images.unsplash.com/photo-1500590092-00553e83177e-f8091a276176?auto=format&fit=crop&w=800&q=80,Grey,641,243,Mumbai
Aston Martin,Valkyrie,2016,49408,hybrid,manual,5.0,Coupe,50400000,https://images.unsplash.com/photo-1500677746-00561d30d66d-0a3d709ff221?auto=format&fit=crop&w=800&q=80,Blue,633,316,Delhi
McLaren,720S,2019,29537,hybrid,automatic,4.0,Coupe,44900000,https://images.unsplash.com/photo-1500765400-0056fbde955c-1c71c71882cc?auto=format&fit=crop&w=800&q=80,Green,615,321,London
Aston Martin,DBX,2019,38192,petrol,automatic,5.0,SUV,46800000,https://images.unsplash.com/photo-1500853054-0057da8c544b-2ea61d911377?auto=format&fit=crop&w=800&q=80,White,657,312,Dubai
Porsche,Panamera,2018,41559,petrol,automatic,3.0,Sedan,11800000,https://images.unsplash.com/photo-1500940708-0058b93a133a-40da7409a422?auto=format&fit=crop&w=800&q=80,Orange,399,284,Berlin
Bentley,Mulsanne,2018,49042,hybrid,automatic,5.5,Sedan,78500000,https://images.unsplash.com/photo-1501028362-005997e7d229-530eca8234cd?auto=format&fit=crop&w=800&q=80,Red,628,267,New York
Audi,RS6 Avant,2016,40119,petrol,automatic,3.0,Sedan,6900000,https://images.unsplash.com/photo-1501116016-005a76959118-654320fac578?auto=format&fit=crop&w=800&q=80,Grey,425,275,London
Porsche,Panamera,2023,4345,electric,automatic,2.5,Sedan,21300000,https://images.unsplash.com/photo-1501203670-005b55435007-777777735623?auto=format&fit=crop&w=800&q=80,Green,569,279,Mumbai
Mercedes-Benz,C 63 AMG,2021,30627,electric,automatic,3.0,Sedan,9500000,https://images.unsplash.com/photo-1501291324-005c33f10ef6-89abcdebe6ce?auto=format&fit=crop&w=800&q=80,Blue,269,289,Pune
Aston Martin,DBX,2022,10896,hybrid,automatic,4.5,SUV,69000000,https://images.unsplash.com/photo-1501378978-005d129ecde5-9be024647779?auto=format&fit=crop&w=800&q=80,Silver,673,315,Mumbai
Lamborghini,Huracan,2021,24915,petrol,automatic,5.5,Coupe,58400000,https://images.unsplash.com/photo-1501466632-005df14c8cd4-ae147add0824?auto=format&fit=crop&w=800&q=80,Yellow,741,305,Pune
Mercedes-Benz,AMG GT,2015,53390,electric,automatic,4.0,Coupe,5000000,https://images.unsplash.com/photo-1501554286-005ecffa4bc3-c048d15598cf?auto=format&fit=crop&w=800&q=80,Silver,577,283,Dubai
Lamborghini,Huracan,2015,36579,petrol,automatic,5.5,Coupe,30700000,https://images.unsplash.com/photo-1501641940-005faea80ab2-d27d27ce297a?auto=format&fit=crop&w=800&q=80,Blue,766,349,London
Porsche,Cayenne,2021,23977,petrol,automatic,2.5,SUV,21800000,https://images.unsplash.com/photo-1501729594-00608d55c9a1-e4b17e46ba25?auto=format&fit=crop&w=800&q=80,Grey,548,264,Bangalore
McLaren,570S,2018,69498,hybrid,automatic,4.0,Coupe,56900000,https://images.unsplash.com/photo-1501817248-00616c038890-f6e5d4bf4ad0?auto=format&fit=crop&w=800&q=80,Red,648,343,Berlin
BMW,X5 M,2023,8318,diesel,manual,2.5,SUV,10800000,https://images.unsplash.com/photo-1501904902-00624ab1477f-091a2b37db7b?auto=format&fit=crop&w=800&q=80,Grey,283,283,New York
McLaren,GT,2021,19269,hybrid,automatic,4.0,Coupe,49300000,https://images.unsplash.com/photo-1501992556-0063295f066e-1b4e81b06c26?auto=format&fit=crop&w=800&q=80,White,566,348,Dubai
McLaren,570S,2019,53454,hybrid,automatic,4.0,Coupe,60900000,https://images.unsplash.com/photo-1502080210-0064080cc55d-2d82d828fcd1?auto=format&fit=crop&w=800&q=80,Grey,580,348,Delhi
Aston Martin,DBS Superleggera,2016,67225,hybrid,automatic,4.5,Coupe,40800000,https://images.unsplash.com/photo-1502167864-0064e6ba844c-3fb72ea18d7c?auto=format&fit=crop&w=800&q=80,White,733,316,Delhi
Ferrari,812 Superfast,2021,12100,hybrid,automatic,5.5,Coupe,66200000,https://images.unsplash.com/photo-1502255518-0065c568433b-51eb851a1e27?auto=format&fit=crop&w=800&q=80,Blue,648,335,Delhi
BMW,M5 Competition,2023,7670,electric,manual,2.5,Sedan,8500000,https://images.unsplash.com/photo-1502343172-0066a416022a-641fdb92aed2?auto=format&fit=crop&w=800&q=80,Orange,352,218,Dubai
Aston Martin,DBS Superleggera,2023,10711,hybrid,manual,5.0,Coupe,52600000,https://images.unsplash.com/photo-1502430826-006782c3c119-7654320b3f7d?auto=format&fit=crop&w=800&q=80,Orange,576,331,Berlin
Aston Martin,Vantage,2024,0,hybrid,automatic,4.5,Coupe,71800000,https://images.unsplash.com/photo-1502518480-006861718008-88888883d028?auto=format&fit=crop&w=800&q=80,Green,620,309,Bangalore
Rolls-Royce,Wraith,2019,49373,electric,automatic,5.5,Coupe,85000000,https://images.unsplash.com/photo-1502606134-0069401f3ef7-9abcdefc60d3?auto=format&fit=crop&w=800&q=80,Black,510,240,London
Rolls-Royce,Ghost,2016,80000,petrol,automatic,6.5,Sedan,64200000,https://images.unsplash.com/photo-1502693788-006a1eccfde6-acf13574f17e?auto=format&fit=crop&w=800&q=80,Green,512,246,Delhi
Rolls-Royce,Ghost,2024,1191,electric,automatic,6.5,Sedan,115800000,https://images.unsplash.com/photo-1502781442-006afd7abcd5-bf258bed8229?auto=format&fit=crop&w=800&q=80,White,623,271,Pune
Rolls-Royce,Phantom,2023,8322,electric,automatic,6.5,Sedan,95900000,https://images.unsplash.com/photo-1502869096-006bdc287bc4-d159e26612d4?auto=format&fit=crop&w=800&q=80,Red,633,246,Mumbai
Ferrari,F8 Tributo,2021,26852,hybrid,automatic,5.0,Coupe,58300000,https://images.unsplash.com/photo-1502956750-006cbad63ab3-e38e38dea37f?auto=format&fit=crop&w=800&q=80,Black,798,341,Bangalore
Aston Martin,Vantage,2024,0,hybrid,automatic,4.5,Coupe,71100000,https://images.unsplash.com/photo-1503044404-006d9983f9a2-f5c28f57342a?auto=format&fit=crop&w=800&q=80,Yellow,707,342,Mumbai
Porsche,911 Turbo S,2023,8034,petrol,automatic,3.5,Coupe,16700000,https://images.unsplash.com/photo-1503132058-006e7831b891-07f6e5cfc4d5?auto=format&fit=crop&w=800&q=80,Yellow,326,301,Berlin
Audi,A8 L,2024,0,hybrid,automatic,3.5,Sedan,8200000,https://images.unsplash.com/photo-1503219712-006f56df7780-1a2b3c485580?auto=format&fit=crop&w=800&q=80,White,388,230,Dubai
Porsche,Macan,2015,48412,hybrid,automatic,4.0,SUV,11000000,https://images.unsplash.com/photo-1503307366-0070358d366f-2c5f92c0e62b?auto=format&fit=crop&w=800&q=80,White,373,312,London
Aston Martin,DB11,2019,41708,hybrid,manual,4.5,Coupe,45900000,https://images.unsplash.com/photo-1503395020-0071143af55e-3e93e93976d6?auto=format&fit=crop&w=800&q=80,White,749,325,London
Bentley,Azure,2020,31990,petrol,automatic,5.0,Convertible,82200000,https://images.unsplash.com/photo-1503482674-0071f2e8b44d-50c83fb20781?auto=format&fit=crop&w=800&q=80,Yellow,539,288,Mumbai
Audi,A8 L,2016,80000,diesel,automatic,2.0,Sedan,6000000,https://images.unsplash.com/photo-1503570328-0072d196733c-62fc962a982c?auto=format&fit=crop&w=800&q=80,Black,252,270,Berlin
Rolls-Royce,Ghost,2018,31744,electric,automatic,5.5,Sedan,89000000,https://images.unsplash.com/photo-1503657982-0073b044322b-7530eca328d7?auto=format&fit=crop&w=800&q=80,Grey,527,266,Mumbai
Mercedes-Benz,AMG GT,2023,13393,petrol,automatic,3.0,Coupe,12500000,https://images.unsplash.com/photo-1503745636-00748ef1f11a-8765431bb982?auto=format&fit=crop&w=800&q=80,Green,560,193,London
Aston Martin,DBX,2022,8500,hybrid,automatic,5.0,SUV,51400000,https://images.unsplash.com/photo-1503833290-00756d9fb009-999999944a2d?auto=format&fit=crop&w=800&q=80,Black,680,323,Berlin
BMW,7 Series,2019,56018,diesel,manual,4.0,Sedan,8000000,https://images.unsplash.com/photo-1503920944-00764c4d6ef8-abcdf00cdad8?auto=format&fit=crop&w=800&q=80,Silver,485,257,Delhi
Audi,RS7,2022,19137,electric,automatic,5.0,Sedan,10000000,https://images.unsplash.com/photo-1504008598-00772afb2de7-be0246856b83?auto=format&fit=crop&w=800&q=80,Green,504,240,New York
Porsche,911 Turbo S,2016,80000,electric,automatic,2.5,Coupe,9300000,https://images.unsplash.com/photo-1504096252-007809a8ecd6-d0369cfdfc2e?auto=format&fit=crop&w=800&q=80,Blue,321,280,Dubai
BMW,iX,2021,29873,hybrid,manual,3.5,SUV,9700000,https://images.unsplash.com/photo-1504183906-0078e856abc5-e26af3768cd9?auto=format&fit=crop&w=800&q=80,Yellow,364,226,Mumbai
BMW,7 Series,2018,24990,hybrid,manual,3.5,Sedan,5700000,https://images.unsplash.com/photo-1504271560-0079c7046ab4-f49f49ef1d84?auto=format&fit=crop&w=800&q=80,White,202,260,Delhi
Lamborghini,Urus,2015,80000,petrol,automatic,5.0,SUV,31700000,https://images.unsplash.com/photo-1504359214-007aa5b229a3-06d3a067ae2f?auto=format&fit=crop&w=800&q=80,Grey,759,325,Pune
Bentley,Flying Spur,2024,0,petrol,automatic,4.5,Sedan,93000000,https://images.unsplash.com/photo-1504446868-007b845fe892-1907f6e03eda?auto=format&fit=crop&w=800&q=80,Grey,667,287,Dubai
Aston Martin,DBS Superleggera,2016,80000,hybrid,manual,4.5,Coupe,47800000,https://images.unsplash.com/photo-1504534522-007c630da781-2b3c4d58cf85?auto=format&fit=crop&w=800&q=80,Yellow,585,312,Dubai
Audi,A8 L,2017,44437,diesel,automatic,2.5,Sedan,6400000,https://images.unsplash.com/photo-1504622176-007d41bb6670-3d70a3d16030?auto=format&fit=crop&w=800&q=80,White,461,289,London
McLaren,720S,2020,33430,petrol,automatic,4.0,Coupe,68100000,https://images.unsplash.com/photo-1504709830-007e2069255f-4fa4fa49f0db?auto=format&fit=crop&w=800&q=80,Orange,742,301,Mumbai
BMW,X5 M,2024,1263,petrol,manual,2.5,SUV,10600000,https://images.unsplash.com/photo-1504797484-007eff16e44e-61d950c28186?auto=format&fit=crop&w=800&q=80,Blue,569,196,New York
Bentley,Mulsanne,2022,11941,petrol,automatic,4.5,Sedan,82900000,https://images.unsplash.com/photo-1504885138-007fddc4a33d-740da73b1231?auto=format&fit=crop&w=800&q=80,Blue,565,310,Pune
Audi,e-tron GT,2018,49165,petrol,automatic,5.0,Sedan,9100000,https://images.unsplash.com/photo-1504972792-0080bc72622c-8641fdb3a2dc?auto=format&fit=crop&w=800&q=80,White,398,297,Berlin
Audi,RS7,2019,51935,hybrid,automatic,3.0,Sedan,9500000,https://images.unsplash.com/photo-1505060446-00819b20211b-9876542c3387?auto=format&fit=crop&w=800&q=80,Silver,295,287,Pune
Bentley,Flying Spur,2023,3789,petrol,automatic,4.5,Sedan,106500000,https://images.unsplash.com/photo-1505148100-008279cde00a-aaaaaaa4c432?auto=format&fit=crop&w=800&q=80,Green,584,295,Delhi
Rolls-Royce,Spectre,2023,11817,petrol,automatic,6.0,Coupe,86600000,https://images.unsplash.com/photo-1505235754-0083587b9ef9-bcdf011d54dd?auto=format&fit=crop&w=800&q=80,Green,626,250,Pune
Bentley,Continental GT,2015,51054,hybrid,automatic,5.5,Coupe,56200000,https://images.unsplash.com/photo-1505323408-008437295de8-cf135795e588?auto=format&fit=crop&w=800&q=80,Red,700,318,Pune
Audi,RS6 Avant,2024,1268,diesel,automatic,2.5,Sedan,8600000,https://images.unsplash.com/photo-1505411062-008515d71cd7-e147ae0e7633?auto=format&fit=crop&w=800&q=80,White,578,289,Berlin
Bentley,Flying Spur,2024,0,hybrid,automatic,6.5,Sedan,86100000,https://images.unsplash.com/photo-1505498716-0085f484dbc6-f37c048706de?auto=format&fit=crop&w=800&q=80,Grey,600,272,New York
Lamborghini,Urus,2023,8788,petrol,automatic,6.5,SUV,56400000,https://images.unsplash.com/photo-1505586370-0086d3329ab5-05b05aff9789?auto=format&fit=crop&w=800&q=80,Orange,755,332,Bangalore
Audi,A8 L,2023,8301,hybrid,automatic,2.0,Sedan,7800000,https://images.unsplash.com/photo-1505674024-0087b1e059a4-17e4b1782834?auto=format&fit=crop&w=800&q=80,Yellow,310,200,Mumbai
Porsche,Panamera,2024,0,electric,automatic,3.0,Sedan,22300000,https://images.unsplash.com/photo-1505761678-0088908e1893-2a1907f0b8df?auto=format&fit=crop&w=800&q=80,Grey,365,310,Delhi
Mercedes-Benz,EQS,2018,29830,hybrid,automatic,2.5,Sedan,8800000,https://images.unsplash.com/photo-1505849332-00896f3bd782-3c4d5e69498a?auto=format&fit=crop&w=800&q=80,Black,296,246,Bangalore
Rolls-Royce,Phantom,2018,35958,electric,automatic,4.5,Sedan,75100000,https://images.unsplash.com/photo-1505936986-008a4de99671-4e81b4e1da35?auto=format&fit=crop&w=800&q=80,Yellow,542,244,Mumbai
Ferrari,Roma,2023,4374,hybrid,automatic,4.0,Coupe,73500000,https://images.unsplash.com/photo-1506024640-008b2c975560-60b60b5a6ae0?auto=format&fit=crop&w=800&q=80,Black,698,307,Delhi
Rolls-Royce,Ghost,2018,40374,electric,automatic,6.0,Sedan,73300000,https://images.unsplash.com/photo-1506112294-008c0b45144f-72ea61d2fb8b?auto=format&fit=crop&w=800&q=80,Yellow,649,258,New York
Aston Martin,DB11,2021,18553,hybrid,automatic,4.5,Coupe,64400000,https://images.unsplash.com/photo-1506199948-008ce9f2d33e-851eb84b8c36?auto=format&fit=crop&w=800&q=80,Grey,513,336,Dubai
Mercedes-Benz,C 63 AMG,2024,0,petrol,automatic,3.0,Sedan,12000000,https://images.unsplash.com/photo-1506287602-008dc8a0922d-97530ec41ce1?auto=format&fit=crop&w=800&q=80,Grey,341,256,New York
Porsche,Macan,2018,60715,hybrid,automatic,3.5,SUV,17100000,https://images.unsplash.com/photo-1506375256-008ea74e511c-a987653cad8c?auto=format&fit=crop&w=800&q=80,Grey,368,245,Berlin
Aston Martin,Vantage,2024,21,petrol,automatic,4.5,Coupe,66400000,https://images.unsplash.com/photo-1506462910-008f85fc100b-bbbbbbb53e37?auto=format&fit=crop&w=800&q=80,Silver,613,300,Mumbai
BMW,7 Series,2023,7035,electric,automatic,3.0,Sedan,8600000,https://images.unsplash.com/photo-1506550564-009064a9cefa-cdf0122dcee2?auto=format&fit=crop&w=800&q=80,Blue,272,202,Mumbai
Audi,RS7,2024,354,hybrid,automatic,2.5,Sedan,10500000,https://images.unsplash.com/photo-1506638218-009143578de9-e02468a65f8d?auto=format&fit=crop&w=800&q=80,White,484,232,New York
Aston Martin,DBS Superleggera,2021,22927,petrol,automatic,4.5,Coupe,50200000,https://images.unsplash.com/photo-1506725872-009222054cd8-f258bf1ef038?auto=format&fit=crop&w=800&q=80,Silver,715,318,London
Ferrari,812 Superfast,2019,34215,hybrid,automatic,4.0,Coupe,52600000,https://images.unsplash.com/photo-1506813526-009300b30bc7-048d159780e3?auto=format&fit=crop&w=800&q=80,White,623,311,Pune
Mercedes-Benz,S-Class,2023,5942,hybrid,automatic,4.0,Sedan,12900000,https://images.unsplash.com/photo-1506901180-0093df60cab6-16c16c10118e?auto=format&fit=crop&w=800&q=80,Green,493,302,Bangalore
Mercedes-Benz,S-Class,2015,53354,hybrid,automatic,2.5,Sedan,9400000,https://images.unsplash.com/photo-1506988834-0094be0e89a5-28f5c288a239?auto=format&fit=crop&w=800&q=80,Orange,379,234,Delhi
Rolls-Royce,Phantom,2019,36284,electric,automatic,5.0,Sedan,66100000,https://images.unsplash.com/photo-1507076488-00959cbc4894-3b2a190132e4?auto=format&fit=crop&w=800&q=80,Black,636,240,Pune
Porsche,911 Carrera,2018,63652,hybrid,automatic,2.0,Coupe,13300000,https://images.unsplash.com/photo-1507164142-00967b6a0783-4d5e6f79c38f?auto=format&fit=crop&w=800&q=80,Yellow,362,246,Bangalore
Mercedes-Benz,S-Class,2016,45610,diesel,automatic,3.0,Sedan,5900000,https://images.unsplash.com/photo-1507251796-00975a17c672-5f92c5f2543a?auto=format&fit=crop&w=800&q=80,White,564,225,Pune
Lamborghini,Urus,2020,42543,petrol,automatic,6.0,SUV,64700000,https://images.unsplash.com/photo-1507339450-009838c58561-71c71c6ae4e5?auto=format&fit=crop&w=800&q=80,Yellow,620,335,Mumbai
McLaren,765LT,2017,58270,hybrid,automatic,4.0,Coupe,45200000,https://images.unsplash.com/photo-1507427104-009917734450-83fb72e37590?auto=format&fit=crop&w=800&q=80,Green,595,310,Bangalore
Aston Martin,DB11,2017,51425,petrol,automatic,4.5,Coupe,50600000,https://images.unsplash.com/photo-1507514758-0099f621033f-962fc95c063b?auto=format&fit=crop&w=800&q=80,Black,684,327,Pune
Audi,RS6 Avant,2016,50627,diesel,automatic,3.5,Sedan,6000000,https://images.unsplash.com/photo-1507602412-009ad4cec22e-a8641fd496e6?auto=format&fit=crop&w=800&q=80,Black,358,301,Bangalore
Audi,e-tron GT,2021,21415,petrol,automatic,3.5,Sedan,7800000,https://images.unsplash.com/photo-1507690066-009bb37c811d-ba98764d2791?auto=format&fit=crop&w=800&q=80,Grey,432,314,Berlin
Rolls-Royce,Wraith,2016,46553,petrol,automatic,6.5,Coupe,61100000,https://images.unsplash.com/photo-1507777720-009c922a400c-ccccccc5b83c?auto=format&fit=crop&w=800&q=80,Silver,665,244,Delhi
Lamborghini,Aventador,2015,80000,petrol,automatic,4.5,Coupe,31700000,https://images.unsplash.com/photo-1507865374-009d70d7fefb-df01233e48e7?auto=format&fit=crop&w=800&q=80,Yellow,689,346,London
Mercedes-Benz,GLE 63 AMG,2015,80000,hybrid,automatic,3.0,SUV,8700000,https://images.unsplash.com/photo-1507953028-009e4f85bdea-f13579b6d992?auto=format&fit=crop&w=800&q=80,Black,458,207,London
Mercedes-Benz,G 63 AMG,2017,74237,petrol,automatic,2.5,SUV,10300000,https://images.unsplash.com/photo-1508040682-009f2e337cd9-0369d02f6a3d?auto=format&fit=crop&w=800&q=80,Red,327,194,New York
Ferrari,488 GTB,2019,34441,hybrid,automatic,4.0,Coupe,61500000,https://images.unsplash.com/photo-1508128336-00a00ce13bc8-159e26a7fae8?auto=format&fit=crop&w=800&q=80,Grey,715,332,Dubai
BMW,M3,2016,75608,electric,manual,3.5,Sedan,5300000,https://images.unsplash.com/photo-1508215990-00a0eb8efab7-27d27d208b93?auto=format&fit=crop&w=800&q=80,White,444,209,New York
Porsche,911 Turbo S,2016,58691,hybrid,automatic,3.5,Coupe,13700000,https://images.unsplash.com/photo-1508303644-00a1ca3cb9a6-3a06d3991c3e?auto=format&fit=crop&w=800&q=80,Orange,587,282,Pune
Lamborghini,Urus,2018,43664,petrol,automatic,4.0,SUV,48500000,https://images.unsplash.com/photo-1508391298-00a2a8ea7895-4c3b2a11ace9?auto=format&fit=crop&w=800&q=80,Orange,719,331,Mumbai
Ferrari,Portofino M,2022,20488,petrol,automatic,6.5,Convertible,71000000,https://images.unsplash.com/photo-1508478952-00a387983784-5e6f808a3d94?auto=format&fit=crop&w=800&q=80,Silver,755,306,New York
